Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.217.144,Gujarat,2020-08-13T14:19:41.280Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.64.187.73,Uttar Pradesh,2020-08-12T17:51:38.044Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.187.73,Uttar Pradesh,2020-08-11T15:50:25.663Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.187.73,Uttar Pradesh,2020-08-11T12:32:33.292Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.190.250,Delhi,2020-08-11T08:55:38.410Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.217.144,Gujarat,2020-08-11T08:31:06.735Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.169.57,Gujarat,2020-08-10T14:37:09.163Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.190.250,Delhi,2020-08-10T13:43:26.895Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),117.97.190.250,Delhi,2020-08-09T03:34:58.407Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),117.97.190.250,Delhi,2020-08-08T18:20:32.676Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.169.57,Gujarat,2020-08-08T07:59:22.464Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.86.19.16,Gujarat,2020-08-07T15:21:11.328Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,117.97.190.250,Delhi,2020-08-07T11:19:06.574Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,117.97.190.250,Delhi,2020-08-06T16:32:14.688Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.215.241,Gujarat,2020-08-06T16:00:55.468Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.251.215.241,Gujarat,2020-08-06T07:52:46.949Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:30ce:9985:0:6d:63b4:da01,Delhi,2020-08-05T18:45:54.189Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:445b:2528:0:6d:63a6:4601,Delhi,2020-08-05T18:03:57.706Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.91,Gujarat,2020-08-05T08:00:35.945Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.190.250,Delhi,2020-08-05T07:55:43.519Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,117.97.190.250,Delhi,2020-08-04T20:00:19.556Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:30c0:a5d3:0:6d:6286:d401,Delhi,2020-08-04T18:05:11.658Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.190.250,Delhi,2020-08-04T16:28:13.184Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.109,Gujarat,2020-08-04T15:40:12.593Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.188.120,Delhi,2020-08-04T07:45:55.945Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.170.109,Gujarat,2020-08-04T07:38:50.138Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,182.64.188.120,Delhi,2020-08-03T17:17:00.193Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.188.120,Delhi,2020-08-03T14:43:00.072Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.242.116.199,Gujarat,2020-08-03T14:42:55.388Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.64.188.120,Delhi,2020-08-03T11:00:40.756Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.188.120,Delhi,2020-08-03T08:04:28.218Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),106.210.97.210,Uttar Pradesh,2020-08-03T04:09:27.021Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.64.34.32,Haryana,2020-08-03T04:03:26.811Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:30c0:a5d3:0:6d:6286:d401,Delhi,2020-08-02T17:53:04.313Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:30c0:a5d3:0:6d:6286:d401,Delhi,2020-08-02T17:52:58.689Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:30c0:a5d3:0:6d:6286:d401,Delhi,2020-08-02T17:52:57.767Z
NFANDROID1-PRV-P-L3-SAMSUSM-A505F-8158-0F90CB59241E3C80559F64919887DFDDD1D0D0DFDFA54C19ABED7C2B36FEFDFC2,IN,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,2401:4900:30c0:a5d3:0:6d:6286:d401,Delhi,2020-08-02T17:52:46.697Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.34.32,Haryana,2020-08-02T14:28:27.468Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.34.32,Haryana,2020-08-02T03:57:01.782Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.34.32,Haryana,2020-08-01T14:23:34.145Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.242.116.199,Gujarat,2020-08-01T07:13:03.396Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,110.227.159.246,Rajasthan,2020-08-01T04:33:36.789Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.180,Gujarat,2020-07-31T14:23:30.348Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.180,Gujarat,2020-07-31T07:00:38.959Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),110.227.159.246,Rajasthan,2020-07-31T02:50:26.413Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,110.227.159.246,Rajasthan,2020-07-30T08:58:58.785Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.79.75,Haryana,2020-07-29T12:54:48.340Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.79.75,Haryana,2020-07-29T05:55:39.667Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.79.75,Haryana,2020-07-29T05:21:21.779Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:40ff:b75c:c8ab:c90e:a98c:bebd,Uttar Pradesh,2020-07-29T03:12:05.603Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.79.75,Haryana,2020-07-28T12:05:10.124Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.79.75,Haryana,2020-07-28T11:54:01.179Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:4151:7403:c5ea:a790:390e:db75,Haryana,2020-07-28T10:43:13.247Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),182.68.79.75,Haryana,2020-07-28T10:40:46.511Z
NFAPPL-02-IPHONE9=3-534FC20EE11058A98544932A5A2580D41DAE48CB286D19DD40030655BB0D9C3F,IN,Apple iPhone 7 (GSM),Apple iPhone 7 (GSM),2401:4900:4151:7403:c5ea:a790:390e:db75,Haryana,2020-07-28T10:28:21.945Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.79.75,Haryana,2020-07-27T08:28:42.265Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.239.200,Rajasthan,2020-07-26T12:09:57.376Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.211.41,Delhi,2020-07-26T06:16:00.802Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.211.41,Delhi,2020-07-25T02:04:38.034Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.70.189,Delhi,2020-07-24T11:27:23.094Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.251.20,Haryana,2020-07-24T07:11:05.465Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.245.34,Haryana,2020-07-23T18:39:57.711Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.245.34,Haryana,2020-07-23T11:55:39.181Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.45,Gujarat,2020-07-23T08:29:38.913Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,110.227.145.87,Rajasthan,2020-07-23T05:55:20.995Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.209.196,Delhi,2020-07-22T12:26:22.856Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.179.129,Uttar Pradesh,2020-07-22T11:08:31.937Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.167.222,Delhi,2020-07-22T05:59:55.772Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.86.244,Haryana,2020-07-21T15:17:55.939Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,122.161.86.244,Haryana,2020-07-21T08:26:26.195Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.72.198,Haryana,2020-07-20T14:59:35.943Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.249.234.45,Gujarat,2020-07-20T08:06:23.536Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.72.198,Haryana,2020-07-19T18:34:11.664Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.169.24,Gujarat,2020-07-19T15:12:30.860Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.240.169.24,Gujarat,2020-07-19T08:28:28.397Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.72.198,Haryana,2020-07-18T15:07:00.711Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.241.144.158,Gujarat,2020-07-18T08:18:21.368Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.72.198,Haryana,2020-07-18T07:52:32.265Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.172.6,Uttar Pradesh,2020-07-18T02:28:15.711Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,43.241.144.158,Gujarat,2020-07-17T08:36:42.989Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,110.227.148.0,Rajasthan,2020-07-17T08:36:03.287Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,110.227.148.0,Rajasthan,2020-07-17T03:06:43.767Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.86.19.171,Gujarat,2020-07-16T16:45:50.777Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.179.3,Delhi,2020-07-16T06:38:00.809Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.64.179.3,Delhi,2020-07-15T18:10:02.803Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.179.3,Delhi,2020-07-15T16:39:48.009Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.162.211.108,Haryana,2020-07-15T15:53:54.916Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.169.192,Rajasthan,2020-07-15T07:30:53.395Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,171.79.71.108,Delhi,2020-07-14T18:14:38.593Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.86.19.171,Gujarat,2020-07-14T08:02:31.455Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,171.79.71.108,Delhi,2020-07-14T06:54:14.345Z
NFANDROID2-PRV-FIRETVSTICK2016-AMAZOAFTT-6590-3DEF532568F73B36494FDFFC55DA42D8BFCBE15CC634E45787C9F6D4A6C33F61,IN,FireTV Stick 2016,FireTV Stick 2016,103.238.106.70,Gujarat,2020-07-13T14:51:31.605Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,171.79.71.108,Delhi,2020-07-12T15:25:23.990Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.242.74,Haryana,2020-07-12T14:12:33.530Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.242.74,Haryana,2020-07-12T08:09:03.726Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.78.138,Rajasthan,2020-07-11T11:24:47.553Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.99.167.57,Uttar Pradesh,2020-07-11T10:45:23.298Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.57.191,Haryana,2020-07-11T10:31:59.484Z
